Name,Rookie,JN,BD,BD_Y,Hgt,Wgt,Pos,Team,GP,G,A,PTS,Pts/G,+/-,PPG,PPA,GWG,ENG,PIM,PPP,PPP_Percentage,RNK
Leo Serlin,NO,20,,2006.0,6.00,190,RW,Guelph Storm,47,6,7,13,0.28,-26,1,0,0,0,6,1,7.7,-9.5
Hudson Chitaroni,YES,91,,2007.0,5.10,178,C,Sudbury Wolves,46,5,8,13,0.28,-9,2,2,4,0,22,4,30.8,-9.0
Brady T Smith,YES,11,,2008.0,6.00,181,RW,Soo Greyhounds,46,5,8,13,0.28,-7,2,3,1,0,18,5,38.5,-3.0
Matthew Andonovski,NO,5,,2005.0,6.02,200,LD,Kitchener Rangers,49,4,9,13,0.27,-1,0,3,2,0,100,3,23.1,-79.5
Rene Van Bommel,NO,55,,2006.0,5.11,185,LW,London Knights,38,3,10,13,0.34,10,0,0,0,0,52,0,0.0,-21.0
Liam Ladds,NO,8,,2007.0,6.02,175,D,Peterborough Petes,46,2,11,13,0.28,-6,0,0,0,0,49,0,0.0,-34.5
Wyatt Kennedy,NO,2,,2005.0,6.05,202,D,Windsor Spitfires,45,1,12,13,0.29,-14,0,4,0,0,44,4,30.8,-38.0
Nick Wellenreiter,NO,28,,2006.0,5.11,167,RW,North Bay Battalion,23,7,5,12,0.52,-13,0,2,1,0,4,2,16.7,4.5
Lucas Di Giantommaso,NO,92,,2005.0,6.00,178,RW,Sudbury Wolves,38,6,6,12,0.32,-10,1,1,0,0,13,2,16.7,-2.0
Cameron Mercer,NO,14,,2005.0,6.00,180,C,Kitchener Rangers,45,6,6,12,0.27,12,0,0,1,0,26,0,0.0,7.0
Jeremy Martin,NO,15,,2007.0,6.01,195,LW,Flint Firebirds,47,6,6,12,0.26,-6,0,0,0,0,14,0,0.0,1.0
Carson Andrew,YES,71,,2008.0,6.01,184,RW,Soo Greyhounds,48,5,7,12,0.25,-18,0,1,1,0,8,1,8.3,-5.5
Carter Kostuch,NO,18,,2007.0,5.11,165,LW,Sarnia Sting,30,4,8,12,0.4,-5,0,0,0,0,18,0,0.0,-3.0
Kent Greer,YES,5,,2008.0,5.08,163,D,North Bay Battalion,39,4,8,12,0.31,-4,1,0,0,0,12,1,8.3,4.0
Brodie McConnell-Barker,NO,8,,2006.0,5.11.,185,D,Soo Greyhounds,36,2,10,12,0.33,-6,0,2,2,0,20,2,16.7,-7.0
Josh Glavin,NO,5,,2006.0,6.02,200,LD,Saginaw Spirit,46,0,12,12,0.26,-9,0,0,0,0,78,0,0.0,-69.0
Ryan McGuire,NO,12,,2004.0,5.11,192,C,Guelph Storm,23,7,4,11,0.48,-8,0,0,2,0,37,0,0.0,-25.0
Hayden Reid,NO,18,,2006.0,6.0,181,C,Flint Firebirds,32,6,5,11,0.34,3,1,0,0,0,18,1,9.1,4.5
Parker Vaughan,YES,16,,2008.0,6.01,189,RW,North Bay Battalion,42,6,5,11,0.26,1,0,0,2,0,19,0,0.0,1.5
Andrew Gibson,NO,92,,2005.0,6.04,210,D,Oshawa Generals,35,5,6,11,0.31,7,0,1,3,0,45,1,9.1,-19.0
Rafik Varosyan,YES,18,,2007.0,6.00,179,LW,Owen Sound Attack,41,4,7,11,0.27,-9,0,0,1,0,33,0,0.0,-23.5
Mathieu Paris,NO,54,,2005.0,6.00,182,RW,Niagara IceDogs,17,3,8,11,0.65,12,0,4,2,0,2,4,36.4,28.0
Hughston Hurt,NO,72,,2007.0,6.01,178,D,Sarnia Sting,48,3,8,11,0.23,-6,0,0,0,0,29,0,0.0,-17.0
Christian Humphreys,NO,48,,2006.0,5.11,170,RW,Kitchener Rangers,11,2,9,11,1.0,-3,1,5,0,0,2,6,54.5,12.5
Noah Jenken,YES,19,,2007.0,6.03,190,D,Guelph Storm,39,2,9,11,0.28,-1,0,1,0,0,18,1,9.1,-1.5
Blair Scott,NO,17,,2005.0,6.02,190,D,Niagara IceDogs,48,1,10,11,0.23,12,0,0,0,0,82,0,0.0,-53.0
Nolan Laird,NO,19,,2006.0,6.01,180,C,North Bay Battalion,42,7,3,10,0.24,-7,0,0,0,0,30,0,0.0,-18.5
Michael Derbidge,NO,91,,2005.0,6.01,199,LW,Barrie Colts,33,5,5,10,0.3,-7,0,0,2,0,27,0,0.0,-16.5
Justin Bottineau,NO,77,,2006.0,6.00,168,RW,Guelph Storm,34,5,5,10,0.29,0,0,0,0,0,23,0,0.0,-5.5
Blake Clayton,YES,24,,2007.0,6.00,165,C,Sudbury Wolves,34,5,5,10,0.29,4,0,0,2,1,43,0,0.0,-21.5
Ryder Carey,YES,11,,2008.0,6.00,176,C,North Bay Battalion,46,4,6,10,0.22,-17,0,1,0,0,19,1,10.0,-19.0
Karlis Flugins,YES,21,,2007.0,5.11,185,C,Flint Firebirds,33,3,7,10,0.3,7,0,0,1,0,0,0,0.0,23.5
Ethan Garden,YES,77,,2008.0,5.08,166,LW,Windsor Spitfires,39,3,7,10,0.26,-5,0,0,1,0,12,0,0.0,-0.5
Francis Parish,YES,18,,2007.0,5.08,160,RW,Peterborough Petes,40,3,7,10,0.25,-5,0,0,0,0,28,0,0.0,-16.5
Graydon Jones,YES,9,,2007.0,6.00,175,LD,Saginaw Spirit,45,3,7,10,0.22,-2,0,0,0,0,28,0,0.0,-13.5
Artem Frolov,NO,26,,2007.0,6.01,193,D,Flint Firebirds,46,2,8,10,0.22,-3,0,0,0,0,12,0,0.0,1.0
Conor Walton,NO,28,,2006.0,6.05,204,D,Windsor Spitfires,47,2,8,10,0.21,16,0,0,2,0,46,0,0.0,-14.0
Hunter Solomon,YES,17,,2007.0,6.00.,180,D,Soo Greyhounds,48,2,8,10,0.21,-17,0,0,0,0,21,0,0.0,-22.0
David Svozil,NO,29,,2006.0,6.02,177,D,Oshawa Generals,37,1,9,10,0.27,4,0,0,0,0,15,0,0.0,4.5
Gavin Ewles,NO,7,,2005.0,6.01,188,D,Sudbury Wolves,43,1,9,10,0.23,4,0,0,0,0,20,0,0.0,-0.5
Anthony Romani,NO,15,,2005.0,6.01,190,RW,Barrie Colts,15,6,3,9,0.6,-5,1,2,0,3,2,3,33.3,9.5
Daylen Moses,NO,24,,2005.0,6.02,180,C,Sarnia Sting,40,6,3,9,0.23,-8,0,0,1,1,37,0,0.0,-28.5
Ethan Martin,NO,14,,2005.0,6.06,222,LW,Oshawa Generals,37,5,4,9,0.24,2,0,0,1,0,56,0,0.0,-38.0
Luca Blonda,YES,93,,2008.0,5.11,173,D,Sudbury Wolves,45,5,4,9,0.2,-11,1,1,1,0,31,2,22.2,-26.0
Brett Hammond,NO,91,,2006.0,6.02,188,RW,Erie Otters,43,4,5,9,0.21,-9,0,1,2,0,15,1,11.1,-8.5
MacGregor Richmond,NO,73,,2006.0,5.09,180,RW,Brampton Steelheads,47,4,5,9,0.19,-12,0,0,1,0,6,0,0.0,-2.5
Adam Jiricek,NO,5,,2006.0,6.03,180,D,Brantford Bulldogs,17,3,6,9,0.53,7,0,2,0,0,2,2,22.2,20.0
Evan Passmore,NO,88,,2006.0,6.04,210,D,Barrie Colts,42,3,6,9,0.21,9,0,0,0,0,35,0,0.0,-11.0
Alexander Bilecki,YES,89,,2008.0,6.01,155,LD,Kitchener Rangers,34,2,7,9,0.26,0,0,1,0,0,19,1,11.1,-4.5
Aaron Enright,YES,4,,2007.0,6.00,211,D,North Bay Battalion,36,2,7,9,0.25,3,1,0,0,0,14,1,11.1,3.5
Josef Eichler,NO,5,,2005.0,6.00,194,D,Windsor Spitfires,44,2,7,9,0.2,9,0,0,1,0,56,0,0.0,-32.5
Spencer Evans,NO,16,,2006.0,6.00,189,D,Soo Greyhounds,33,1,8,9,0.27,-7,0,1,0,0,34,1,11.1,-27.0
Jaiden Newton,NO,84,,2007.0,5.11,180,C,Barrie Colts,44,1,8,9,0.2,3,0,0,0,0,27,0,0.0,-10.0
Konnor Smith,NO,84,,2004.0,6.06,217,D,Brampton Steelheads,19,4,4,8,0.42,0,1,0,1,1,13,1,12.5,1.0
Noah Aboflan,NO,74,,2005.0,6.00,192,LW,London Knights,32,4,4,8,0.25,6,0,1,0,0,33,1,12.5,-13.0
Reyth Smith,YES,20,,2007.0,6.02,173,LW,North Bay Battalion,41,4,4,8,0.2,-2,0,0,0,0,38,0,0.0,-26.0
Noah Nelson,NO,11,,2005.0,6.01,183,C,Brantford Bulldogs,44,4,4,8,0.18,-8,0,0,0,0,32,0,0.0,-26.0
Nathan Gaymes,NO,19,,2006.0,5.11,177,RW,Windsor Spitfires,36,3,5,8,0.22,-3,0,0,0,0,54,0,0.0,-43.5
Liam Storch,NO,21,,2006.0,5.10,150,RW,Saginaw Spirit,47,3,5,8,0.17,-9,0,0,1,0,4,0,0.0,0.5
Carter Hicks,YES,58,,2008.0,6.01,166,D,Windsor Spitfires,34,1,7,8,0.24,8,0,0,0,0,12,0,0.0,8.5
Callum Cheynowski,NO,7,,2006.0,6.00,197,D,Niagara IceDogs,48,0,8,8,0.17,-17,0,2,0,0,34,2,25.0,-39.0
Riley Clark,NO,17,,2006.0,6.01,185,LW,Kingston Frontenacs,41,5,2,7,0.17,-2,0,0,1,0,13,0,0.0,-2.0
Chase Yanni,YES,16,,2007.0,5.11,183,LW,Ottawa 67's,44,5,2,7,0.16,-16,0,0,1,0,36,0,0.0,-39.0
Harrison Franssen,NO,12,,2006.0,6.03,190,C,Oshawa Generals,44,4,3,7,0.16,-7,0,0,0,0,49,0,0.0,-43.5
Adam Levac,YES,10,,2008.0,5.10,166,C,Peterborough Petes,38,3,4,7,0.18,-10,0,0,0,0,12,0,0.0,-10.0
Max Dirracolo,NO,25,,2006.0,6.04,216,LD,Kitchener Rangers,47,3,4,7,0.15,4,0,1,1,0,54,1,14.3,-38.0
Charlie Hilton,NO,20,,2006.0,6.05,212,LW,Soo Greyhounds,40,2,5,7,0.18,-10,0,1,0,0,47,1,14.3,-45.5
Blake Gowan,YES,9,,2008.0,6.01,185,D,Peterborough Petes,30,1,6,7,0.23,-10,0,0,0,0,13,0,0.0,-12.0
James Barr,NO,16,,2007.0,6.01,182,D,Sarnia Sting,39,1,6,7,0.18,-10,0,1,0,0,26,1,14.3,-25.0
Grayden Strohack,NO,6,,2006.0,6.04,198,D,Peterborough Petes,40,1,6,7,0.18,-7,0,0,0,0,64,0,0.0,-60.0
Erik Muxlow,YES,22,,2007.0,5.10.,183,LW,Soo Greyhounds,44,1,6,7,0.16,-15,0,0,0,0,6,0,0.0,-10.0
Reed Gee,NO,8,,2006.0,6.00,185,D,Brampton Steelheads,40,0,7,7,0.18,8,0,0,0,0,74,0,0.0,-55.5
Nolan Jackson,YES,27,,2007.0,6.01,180,D,Ottawa 67's,44,0,7,7,0.16,2,0,0,0,0,19,0,0.0,-6.5
Elliot Arnett,YES,4,,2008.0,6.01,189,LD,Owen Sound Attack,45,0,7,7,0.16,-9,0,0,0,0,28,0,0.0,-26.5
Cameron Arquette,YES,11,,2007.0,5.08,170,RW,Kitchener Rangers,34,3,3,6,0.18,-4,0,0,0,0,9,0,0.0,-2.5
Nathan Amidovski,YES,26,,2008.0,6.02,171,LW,Ottawa 67's,38,3,3,6,0.16,-10,0,0,0,0,10,0,0.0,-9.5
Brody Partridge,NO,11,,2006.0,5.11,193,C,Peterborough Petes,38,3,3,6,0.16,-9,0,0,0,0,6,0,0.0,-4.5
Genc Ula,YES,7,,2008.0,6.00,195,D,Peterborough Petes,39,3,3,6,0.15,-7,0,0,0,0,8,0,0.0,-4.5
David Holub,YES,23,,2007.0,5.09,180,D,Soo Greyhounds,40,3,3,6,0.15,-12,0,0,0,0,14,0,0.0,-15.5
Rylan Fellinger,NO,65,,2007.0,6.04,200,D,Flint Firebirds,44,3,3,6,0.14,0,0,0,0,1,12,0,0.0,-1.5
Noah Powell,NO,15,,2005.0,6.02,205,RW,Oshawa Generals,9,2,4,6,0.67,6,1,1,0,0,2,2,33.3,14.0
David Bedkowski,NO,25,,2006.0,6.05,215,RD,Owen Sound Attack,29,2,4,6,0.21,-7,0,1,0,0,57,1,16.7,-54.0
Jack LaBrash,YES,93,,2007.0,6.05,196,C,Kitchener Rangers,30,2,4,6,0.2,1,0,0,0,0,9,0,0.0,2.0
Stepan Chukharev,YES,23,,2007.0,6.02,192,RW,North Bay Battalion,31,2,4,6,0.19,-1,0,0,0,0,13,0,0.0,-4.0
Casey Bridgewater,YES,43,,2007.0,5.10,175,D,Sarnia Sting,42,2,4,6,0.14,1,0,0,1,0,6,0,0.0,5.0
Quinn McCall,NO,37,,2005.0,5.11,181,D,Erie Otters,17,1,5,6,0.35,8,0,1,0,0,17,1,16.7,0.5
Xander Velliaris,NO,17,,2007.0,6.03,205,LD,Saginaw Spirit,32,1,5,6,0.19,-7,0,0,0,0,25,0,0.0,-22.5
Bradley Horner,NO,5,,2005.0,6.00,195,RW,Ottawa 67's,39,1,5,6,0.15,-3,0,0,0,0,34,0,0.0,-27.5
Adrian Manzo,NO,2,,2007.0,6.00,183,D,North Bay Battalion,40,1,5,6,0.15,-5,0,0,0,0,8,0,0.0,-3.5
Ben Radley,YES,77,,2007.0,6.00,180,D,Brantford Bulldogs,43,1,5,6,0.14,2,0,0,0,0,6,0,0.0,5.5
Nathan Sauder,NO,5,,2005.0,6.01,202,D,Erie Otters,47,1,5,6,0.13,21,0,0,0,1,37,0,0.0,-6.5
Matthew Jenken,NO,12,,2005.0,6.04,202,D,Peterborough Petes,27,0,6,6,0.22,-11,0,1,0,0,8,1,16.7,-10.0
Jack Bodin,NO,9,,2006.0,6.02,220,D,Sarnia Sting,39,0,6,6,0.15,-30,0,0,0,0,32,0,0.0,-53.0
Nicholas Holomego,NO,65,,2006.0,6.05,203,D,Erie Otters,39,0,6,6,0.15,-9,0,0,0,0,25,0,0.0,-25.0
Keegan Gillen,YES,3,,2007.0,5.10.,180,D,Soo Greyhounds,40,0,6,6,0.15,-9,0,0,0,0,13,0,0.0,-13.0
Aidan Lane,YES,11,,2007.0,6.01,193,RW,Brampton Steelheads,6,3,2,5,0.83,3,1,0,0,0,0,1,20.0,12.0
Matthew Manza,YES,55,,2007.0,6.00,178,RW,Sarnia Sting,6,3,2,5,0.83,3,1,0,0,0,4,1,20.0,8.0
Troy Patton,YES,77,,2008.0,5.10,178,C,Brampton Steelheads,25,3,2,5,0.2,2,0,0,0,0,13,0,0.0,-2.0
Dylan Luecke,YES,8,,2007.0,6.02,170,RW,Sarnia Sting,27,3,2,5,0.19,-6,0,0,1,1,34,0,0.0,-31.0
Briir Long,YES,9,,2007.0,5.11,154,C,North Bay Battalion,31,3,2,5,0.16,-6,0,0,0,0,15,0,0.0,-12.0
Christopher Brown,NO,67,,2006.0,5.11.,180,C,Soo Greyhounds,20,2,3,5,0.25,-2,0,1,1,0,6,1,20.0,0.5
William Eggleton,NO,18,,2006.0,5.11,180,LW,Brampton Steelheads,31,2,3,5,0.16,0,0,0,0,0,15,0,0.0,-6.5
Brody Najim,YES,8,,2008.0,5.10,145,LW,Saginaw Spirit,39,2,3,5,0.13,-6,0,0,0,0,8,0,0.0,-5.5
Ethan Dean,YES,11,,2008.0,5.10,166,C,Sudbury Wolves,41,2,3,5,0.12,-11,0,0,0,0,14,0,0.0,-16.5
Gabriel Eliasson,NO,78,,2006.0,6.07,214,D,Barrie Colts,43,2,3,5,0.12,9,0,0,1,0,90,0,0.0,-72.5
Andoni Fimis,NO,4,,2006.0,6.01,185,D,London Knights,18,1,4,5,0.28,8,0,0,1,0,0,0,0.0,16.0
Josh Colosimo,NO,13,,2006.0,6.02,185,C,Flint Firebirds,24,1,4,5,0.21,5,0,0,0,0,33,0,0.0,-20.0
Alec Leonard,NO,19,,2004.0,5.11,174,RD,Owen Sound Attack,25,1,4,5,0.2,-2,0,1,1,0,24,1,20.0,-18.0
Ethan Weir,NO,37,,2007.0,5.11,195,RW,Saginaw Spirit,26,1,4,5,0.19,-6,0,1,0,0,0,1,20.0,2.0
Dylan Tsherna,NO,18,,2007.0,6.00,177,RW,Brantford Bulldogs,31,1,4,5,0.16,-8,0,0,0,0,16,0,0.0,-16.0
Max Bleicher,YES,11,,2007.0,5.10,189,LD,Owen Sound Attack,42,1,4,5,0.12,-8,0,0,0,0,20,0,0.0,-20.0
Matthew Hlacar,NO,61,,2006.0,6.03,205,LW,Kitchener Rangers,32,4,0,4,0.13,2,0,0,1,0,40,0,0.0,-30.0
Igor Chernyshov,NO,25,,2005.0,6.03,225,RW,Saginaw Spirit,2,3,1,4,2.0,0,0,1,0,0,0,1,25.0,7.5
Josh Brady,NO,3,,2006.0,6.01,185,D,Ottawa 67's,48,3,1,4,0.08,-25,0,0,2,0,14,0,0.0,-31.5
Matheas Stark,NO,28,,2007.0,6.00,161,LW,Kitchener Rangers,11,2,2,4,0.36,-8,0,1,0,0,0,1,25.0,-1.0
Jack O'Brien,NO,6,,2005.0,6.02,205,D,Sarnia Sting,20,2,2,4,0.2,0,0,0,0,0,10,0,0.0,-3.0
Haeden Ellis,NO,13,,2007.0,5.10,161,C,Kitchener Rangers,21,2,2,4,0.19,2,0,0,0,0,2,0,0.0,7.0
Lukas Moore,YES,4,,2007.0,6.02,195,D,Kingston Frontenacs,24,2,2,4,0.17,2,0,0,0,0,6,0,0.0,3.0
Lucas Ambrosio,YES,73,,2008.0,6.04,190,D,Erie Otters,31,2,2,4,0.13,1,0,0,0,0,23,0,0.0,-15.0
PJ Fagan II,YES,67,,2007.0,6.01,205,D,London Knights,32,2,2,4,0.13,-1,0,0,1,0,24,0,0.0,-18.0
Shaan Kingwell,YES,12,,2007.0,5.11,168,LW,Ottawa 67's,9,1,3,4,0.44,2,0,0,0,0,0,0,0.0,8.5
Jack D'Arcy,YES,25,,2007.0,5.10,162,D,Flint Firebirds,26,1,3,4,0.15,-2,0,0,0,0,14,0,0.0,-9.5
Ethan Kindree,YES,9,,2008.0,5.09,165,RW,Owen Sound Attack,34,1,3,4,0.12,-14,0,0,0,0,6,0,0.0,-13.5
Nolan Buttar,YES,22,,2008.0,6.01,181,C,Kingston Frontenacs,40,1,3,4,0.1,-2,0,0,0,0,2,0,0.0,2.5
Alex Messier,NO,21,,2005.0,6.03,213,LW,Erie Otters,47,1,3,4,0.09,-7,0,0,0,0,28,0,0.0,-28.5
Rio Kaiser,NO,17,,2006.0,6.07,220,D,Peterborough Petes,12,0,4,4,0.33,-2,0,0,0,0,21,0,0.0,-17.0
Ihnat Pazii,NO,13,,2006.0,5.09,156,LW,North Bay Battalion,16,0,4,4,0.25,-3,0,1,0,0,11,1,25.0,-8.0
Braydon Bruce,NO,20,,2006.0,6.05,212,D,Sudbury Wolves,17,0,4,4,0.24,2,0,0,0,0,6,0,0.0,2.0
Brayden Turley,NO,7,,2006.0,6.01,195,D,North Bay Battalion,44,0,4,4,0.09,-17,0,0,0,0,50,0,0.0,-61.0
Bronson Ride,NO,25,,2005.0,6.07,212,D,North Bay Battalion,46,0,4,4,0.09,-20,0,0,0,0,61,0,0.0,-75.0
Zach Houben,YES,25,,2007.0,6.05,207,LW,Ottawa 67's,38,3,0,3,0.08,-15,0,0,0,0,23,0,0.0,-32.0
Evan Headrick,YES,81,,2008.0,5.07,150,RW,Kitchener Rangers,10,2,1,3,0.3,2,0,1,1,0,0,1,33.3,7.5
Sam Johnston,YES,14,,2007.0,6.04,187,RW,Guelph Storm,19,2,1,3,0.16,1,0,0,0,0,12,0,0.0,-5.5
Tyler Challenger,YES,84,,2008.0,6.02,198,C,Erie Otters,42,2,1,3,0.07,-5,1,0,0,0,8,1,33.3,-7.5
Jack Ziliotto,NO,16,,2005.0,6.02,185,RW,Sudbury Wolves,6,1,2,3,0.5,2,0,0,0,0,2,0,0.0,5.0
Jimmy Sutherland,YES,29,,2007.0,5.09,160,LW,Guelph Storm,23,1,2,3,0.13,-9,0,0,0,0,6,0,0.0,-10.0
Ryder Boulton,NO,11,,2006.0,5.10,194,LW,London Knights,24,1,2,3,0.13,6,0,0,0,0,61,0,0.0,-50.0
Max Anderson,NO,22,,2007.0,5.10,160,C,Flint Firebirds,30,1,2,3,0.1,3,0,0,0,0,20,0,0.0,-12.0
Easton Mikus,YES,13,,2007.0,6.00,183,C,Owen Sound Attack,31,1,2,3,0.1,-10,0,0,0,0,13,0,0.0,-18.0
Daniel Chen,NO,27,,2006.0,6.05,196,D,Brantford Bulldogs,36,1,2,3,0.08,-2,0,0,0,0,13,0,0.0,-10.0
Kaden Sienko,YES,23,,2008.0,6.01,185,RD,Saginaw Spirit,16,0,3,3,0.19,4,0,0,0,0,8,0,0.0,0.5
Shawn Costello,YES,10,,2007.0,6.02,188,C,Windsor Spitfires,27,0,3,3,0.11,-2,0,0,0,0,12,0,0.0,-9.5
Justin Handsor,YES,16,,2007.0,6.01,196,D,Barrie Colts,33,0,3,3,0.09,-4,0,0,0,0,14,0,0.0,-13.5
Rowan Topp,NO,2,,2006.0,6.02,203,D,Guelph Storm,33,0,3,3,0.09,-15,0,0,0,0,41,0,0.0,-51.5
Grant Spada,YES,21,,2007.0,6.04,185,D,Guelph Storm,40,0,3,3,0.08,-21,0,0,0,0,60,0,0.0,-76.5
Tyler O'Toole,NO,23,,2006.0,6.01,198,RW,Oshawa Generals,26,2,0,2,0.08,-3,0,0,0,0,58,0,0.0,-57.0
Adam Kelly,YES,47,,2008.0,5.11,177,C,Kingston Frontenacs,32,2,0,2,0.06,-3,0,0,0,0,2,0,0.0,-1.0
Kieren Dervin,YES,10,,2007.0,6.02,181,C,Kingston Frontenacs,4,1,1,2,0.5,2,0,0,0,0,2,0,0.0,3.5
Anthony Figliomeni,NO,8,,2008.0,5.11,195,RW,Oshawa Generals,4,1,1,2,0.5,0,0,0,0,0,6,0,0.0,-2.5
Tanner Winegard,NO,91,,2005.0,6.06,226,D,Windsor Spitfires,25,1,1,2,0.08,2,0,0,0,0,23,0,0.0,-17.5
Zach Wilson,YES,22,,2007.0,6.06,187,D,North Bay Battalion,28,1,1,2,0.07,-4,0,0,0,0,18,0,0.0,-18.5
Nathan Omeri,NO,27,,2006.0,5.11,175,D,Sarnia Sting,29,1,1,2,0.07,1,0,1,1,0,12,1,50.0,-7.5
Tayjon Street,NO,73,,2005.0,6.01,205,LW,Sudbury Wolves,41,1,1,2,0.05,-10,0,1,0,0,63,1,50.0,-69.5
Gabriel Smith,YES,5,,2007.0,6.03,198,LD,Owen Sound Attack,44,1,1,2,0.05,3,0,0,0,0,21,0,0.0,-14.5
Lucas Teixeira,YES,27,,2007.0,6.01,185,C,Guelph Storm,6,0,2,2,0.33,0,0,0,0,0,0,0,0.0,3.0
Andrew MacNiel,YES,43,,2007.0,6.02,170,RD,Kitchener Rangers,21,0,2,2,0.1,3,0,0,0,0,11,0,0.0,-5.0
Oliver Phillips,YES,71,,2007.0,6.06,207,LW,Erie Otters,29,0,2,2,0.07,-4,0,0,0,0,6,0,0.0,-7.0
Trevor O’Dell,NO,4,,2006.0,6.03,172,D,Sudbury Wolves,37,0,2,2,0.05,-4,0,0,0,0,17,0,0.0,-18.0
Matthew Souliere,NO,13,,2006.0,6.03,190,LW,Ottawa 67's,6,1,0,1,0.17,-1,0,0,0,0,0,0,0.0,1.0
Hayden Barch,YES,6,,2007.0,6.01,190,RD,Saginaw Spirit,9,1,0,1,0.11,-4,0,0,0,0,8,0,0.0,-10.0
Jared Harding,YES,24,,2007.0,5.08,162,D,Brampton Steelheads,14,1,0,1,0.07,-1,0,0,0,0,4,0,0.0,-3.0
Rafek Dianov,YES,22,,2007.0,5.10,175,LW,Niagara IceDogs,18,1,0,1,0.06,-3,0,0,0,0,2,0,0.0,-3.0
Parker Holmes,YES,53,,2007.0,6.04,214,LW,Brantford Bulldogs,21,1,0,1,0.05,-8,0,0,0,0,14,0,0.0,-20.0
Tate Vader,NO,9,,2006.0,5.11,190,C,Soo Greyhounds,43,1,0,1,0.02,-17,0,0,0,0,20,0,0.0,-35.0
Layne Gallacher,YES,29,,2008.0,6.01,165,C,Brantford Bulldogs,3,0,1,1,0.33,-1,0,0,0,0,0,0,0.0,0.5
Andrew Willis,YES,39,,2008.0,6.00,160,D,Erie Otters,5,0,1,1,0.2,1,0,0,0,0,0,0,0.0,2.5
Landon Wright,NO,36,,2006.0,5.11,181,C,Kingston Frontenacs,10,0,1,1,0.1,-3,0,1,0,0,2,1,100.0,-3.5
Simon Wang,YES,7,,2007.0,6.06,210,D,Oshawa Generals,12,0,1,1,0.08,-5,0,0,0,0,0,0,0.0,-3.5
Jack Martin,NO,74,,2006.0,5.11,170,RW,Barrie Colts,13,0,1,1,0.08,-1,0,0,0,0,2,0,0.0,-1.5
Stevie Leskovar,NO,4,,2004.0,6.03,216,D,Brampton Steelheads,14,0,1,1,0.07,-6,0,0,0,0,28,0,0.0,-32.5
Nick Frasca,YES,78,,2008.0,6.01,185,D,Niagara IceDogs,17,0,1,1,0.06,-3,0,0,0,0,6,0,0.0,-7.5
Cole Dubowsky,YES,27,,2007.0,6.00,184,LW,Barrie Colts,18,0,1,1,0.06,-6,0,0,0,0,35,0,0.0,-39.5
Darcy Dewachter,YES,24,,2007.0,5.11,183,D,Niagara IceDogs,20,0,1,1,0.05,2,0,0,0,0,4,0,0.0,-0.5
Thanasi Marentette,YES,3,,2007.0,6.00,205,D,Peterborough Petes,20,0,1,1,0.05,-5,0,0,0,0,10,0,0.0,-13.5
Charlie Hotles,YES,74,,2008.0,6.02,180,C,Niagara IceDogs,23,0,1,1,0.04,0,0,0,0,0,6,0,0.0,-4.5
Liam Spencer,NO,49,,2006.0,6.05,220,D,London Knights,24,0,1,1,0.04,2,0,0,0,0,19,0,0.0,-15.5
JJ Franceschetti,NO,15,,2005.0,5.09,185,LW,Sarnia Sting,25,0,1,1,0.04,-6,0,0,0,0,38,0,0.0,-42.5
Kimi Körbler,NO,24,,2006.0,5.11,166,RW,Ottawa 67's,30,0,1,1,0.03,-13,0,0,0,0,2,0,0.0,-13.5
Brayden Velliaris,NO,18,,2005.0,6.04,220,D,Soo Greyhounds,33,0,1,1,0.03,-7,0,0,0,0,41,0,0.0,-46.5
Kaleb Dietsch,YES,4,,2007.0,6.03,191,D,Ottawa 67's,41,0,1,1,0.02,-12,0,0,0,0,15,0,0.0,-25.5
Braeden O'Keefe,NO,17,,2005.0,5.09,170,C,Brantford Bulldogs,1,0,0,0,0.0,-1,0,0,0,0,0,0,,-1.0
James Paul,YES,7,,2007.0,6.02,170,D,Flint Firebirds,1,0,0,0,0.0,0,0,0,0,0,0,0,,0.0
Ethan Armstrong,YES,23,,2007.0,6.02,172,D,Barrie Colts,2,0,0,0,0.0,-1,0,0,0,0,0,0,,-1.0
Luke Dragusica,NO,23,,2007.0,6.01,178,D,Brampton Steelheads,2,0,0,0,0.0,0,0,0,0,0,4,0,,-4.0
Lenny Greenberg,NO,23,,2005.0,6.00,180,RD,Owen Sound Attack,2,0,0,0,0.0,-2,0,0,0,0,0,0,,-2.0
Tommy Karmiris,NO,74,,2006.0,6.00,185,LW,Brantford Bulldogs,3,0,0,0,0.0,0,0,0,0,0,2,0,,-2.0
Christian Colosimo,YES,73,,2008.0,6.05,215,D,Flint Firebirds,4,0,0,0,0.0,-1,0,0,0,0,2,0,,-3.0
Michael D'Alessio,YES,7,,2008.0,6.01,170,D,Erie Otters,6,0,0,0,0.0,-3,0,0,0,0,2,0,,-5.0
Jacob Xu,NO,96,,2008.0,6.02,181,D,Kitchener Rangers,6,0,0,0,0.0,0,0,0,0,0,0,0,,0.0
Garrett Frazer,NO,8,,2006.0,6.00,180,D,Erie Otters,12,0,0,0,0.0,-8,0,0,0,0,8,0,,-16.0
Eric Frossard,YES,3,,2008.0,6.04,195,D,Guelph Storm,12,0,0,0,0.0,-3,0,0,0,0,4,0,,-7.0
